loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose
6000,6000,6000,36 months,0.1072,195.64,B,B2,,n/a,MORTGAGE,65520,Not Verified,Dec-18,Fully Paid,n,vacation
16000,16000,16000,36 months,0.0756,498.15,A,A3,Foreman,8 years,MORTGAGE,92000,Not Verified,Dec-18,Current,n,credit_card
4000,4000,4000,36 months,0.1502,138.71,C,C3,Lead Behavior Interventionist,5 years,RENT,35000,Source Verified,Dec-18,Current,n,other
1500,1500,1500,36 months,0.2534,59.91,E,E3,Account rep,6 years,RENT,72000,Not Verified,Dec-18,Current,n,debt_consolidation
2400,2400,2400,36 months,0.1447,82.58,C,C2,Accounts payable clerk ,8 years,RENT,35000,Source Verified,Dec-18,Current,n,debt_consolidation
7000,7000,7000,36 months,0.0702,216.21,A,A2,Dispatcher,6 years,MORTGAGE,42588,Source Verified,Dec-18,Current,n,credit_card
11000,11000,11000,36 months,0.0756,342.48,A,A3,,n/a,MORTGAGE,26022,Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1180,221.44,B,B4,Software support,3 years,MORTGAGE,85000,Not Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.1180,397.43,B,B4,Medical Assistant,2 years,RENT,25000,Source Verified,Dec-18,Current,n,credit_card
40000,40000,40000,60 months,0.1614,975.71,C,C4,Administration PROMIS IT,10+ years,RENT,70775.28,Source Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1131,547.44,B,B3,Office manager,3 years,RENT,42000,Not Verified,Dec-18,Current,n,credit_card
17000,17000,17000,36 months,0.0646,520.73,A,A1,,< 1 year,MORTGAGE,70000,Not Verified,Dec-18,Current,n,debt_consolidation
3500,3500,3500,36 months,0.1502,121.37,C,C3,Stock room clerk ,10+ years,MORTGAGE,30000,Not Verified,Dec-18,Current,n,other
10000,10000,10000,36 months,0.0646,306.31,A,A1,,< 1 year,MORTGAGE,90000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.0819,314.25,A,A4,Teacher and Coach,8 years,MORTGAGE,65000,Verified,Dec-18,Fully Paid,n,debt_consolidation
40000,40000,40000,60 months,0.1180,885.75,B,B4,Foreman ,< 1 year,MORTGAGE,130000,Source Verified,Dec-18,Current,n,credit_card
2000,2000,2000,36 months,0.1356,67.93,C,C1,Para-Pro,10+ years,MORTGAGE,55000,Source Verified,Dec-18,Current,n,medical
4000,4000,4000,36 months,0.1691,142.44,C,C5,Rehabilitation Technician ,4 years,RENT,50000,Not Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,36 months,0.1298,1178.96,B,B5,Automation Engineer,< 1 year,RENT,115000,Source Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.0756,311.34,A,A3,Senior Digital Design Lead,7 years,RENT,72000,Source Verified,Dec-18,Current,n,debt_consolidation
21000,21000,21000,36 months,0.0702,648.62,A,A2,RN,10+ years,MORTGAGE,130000,Not Verified,Dec-18,Current,n,debt_consolidation
7000,7000,7000,36 months,0.1072,228.25,B,B2,Ssr,5 years,MORTGAGE,55000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,36 months,0.0881,634.23,A,A5,Senior Audiologist,7 years,RENT,115000,Not Verified,Dec-18,Current,n,credit_card
24000,24000,24000,60 months,0.0819,488.82,A,A4,Associate Attorney,10+ years,MORTGAGE,160000,Not Verified,Dec-18,Current,n,credit_card
5400,5400,5400,36 months,0.0819,169.7,A,A4,Teacher,5 years,OWN,72000,Not Verified,Dec-18,Current,n,medical
10500,10500,10500,60 months,0.1502,249.91,C,C3,Utility Coordinator,7 years,RENT,80000,Not Verified,Dec-18,Current,n,debt_consolidation
3125,3125,3125,36 months,0.0646,95.73,A,A1,Software Engineer,10+ years,RENT,80000,Not Verified,Dec-18,Current,n,credit_card
25000,25000,25000,36 months,0.0819,785.61,A,A4,Physician,2 years,RENT,145000,Not Verified,Dec-18,Current,n,debt_consolidation
18000,18000,18000,36 months,0.1614,634.08,C,C4,Assistant general manager,< 1 year,RENT,58300,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.0881,951.35,A,A5,Wealth Management Operations Clerk,< 1 year,RENT,127000,Source Verified,Dec-18,Current,n,debt_consolidation
6500,6500,6500,36 months,0.1180,215.28,B,B4,guidance counselor,10+ years,MORTGAGE,100000,Source Verified,Dec-18,Current,n,car
10000,10000,10000,36 months,0.1072,326.07,B,B2,Maintenance Supervisor,10+ years,MORTGAGE,68000,Source Verified,Dec-18,Current,n,debt_consolidation
5000,5000,4975,36 months,0.0646,153.16,A,A1,General Manager,3 years,MORTGAGE,125000,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.0756,934.02,A,A3,,< 1 year,MORTGAGE,85000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.0819,407.35,A,A4,Regional Account Rep,3 years,MORTGAGE,98088,Not Verified,Dec-18,Current,n,credit_card
7300,7300,7300,36 months,0.0819,229.4,A,A4,Service sales representative ,1 year,RENT,56000,Not Verified,Dec-18,Current,n,debt_consolidation
17000,17000,17000,36 months,0.1180,563.03,B,B4,Reapiratory Therapist,8 years,RENT,98000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1180,442.88,B,B4,,< 1 year,MORTGAGE,95000,Not Verified,Dec-18,Current,n,credit_card
7000,7000,7000,36 months,0.1691,249.26,C,C5,Office manager,10+ years,RENT,55000,Not Verified,Dec-18,Current,n,debt_consolidation
26000,26000,26000,60 months,0.0819,529.56,A,A4,,n/a,MORTGAGE,30000,Verified,Dec-18,Current,n,debt_consolidation
4000,4000,4000,36 months,0.1691,142.44,C,C5,,< 1 year,OWN,45000,Source Verified,Dec-18,Current,n,debt_consolidation
4000,4000,3975,36 months,0.0881,126.85,A,A5,Police officer ,7 years,RENT,120000,Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,60 months,0.2235,973.64,D,D5,,n/a,OWN,70000,Not Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.0881,516.66,A,A5,Apprenticeship Alabama Coordinator,< 1 year,MORTGAGE,69000,Source Verified,Dec-18,Current,n,debt_consolidation
9500,9500,9500,36 months,0.0756,295.78,A,A3,Teacher,3 years,RENT,54000,Not Verified,Dec-18,Current,n,debt_consolidation
18000,18000,18000,36 months,0.1894,659.27,D,D2,Executive Assistant ,1 year,RENT,78000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1180,331.19,B,B4,case manager,4 years,OWN,70000,Not Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.0756,373.61,A,A3,Shift Supervisor,2 years,RENT,35000,Not Verified,Dec-18,Current,n,credit_card
6025,6025,6025,36 months,0.1992,223.67,D,D3,Security officer ,2 years,RENT,40000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1131,328.86,B,B3,Paramedic ,6 years,OWN,100000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1072,324.05,B,B2,Paratransit driver,2 years,MORTGAGE,30000,Not Verified,Dec-18,Current,n,credit_card
12000,12000,12000,36 months,0.0819,377.09,A,A4,district manager,6 years,MORTGAGE,75000,Not Verified,Dec-18,Current,n,other
15000,15000,15000,60 months,0.1298,341.15,B,B5,General Manager,8 years,RENT,90000,Not Verified,Dec-18,Current,n,major_purchase
40000,40000,40000,60 months,0.1992,1057.98,D,D3,Counselor,2 years,MORTGAGE,65000,Verified,Dec-18,Current,n,credit_card
16000,16000,16000,60 months,0.1180,354.3,B,B4,Journeyman IronWorker,10+ years,MORTGAGE,60000,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1072,648.1,B,B2,Medical Editor,< 1 year,OWN,85000,Source Verified,Dec-18,Current,n,debt_consolidation
28000,28000,28000,60 months,0.1298,636.8,B,B5,HVAC Technician,10+ years,MORTGAGE,95000,Verified,Dec-18,Current,n,home_improvement
10000,10000,10000,60 months,0.1502,238.01,C,C3,Sewerman,1 year,RENT,36000,Not Verified,Dec-18,Current,n,credit_card
26000,26000,26000,36 months,0.1894,952.27,D,D2,Customer sales customer service rep,3 years,RENT,45000,Source Verified,Dec-18,Current,n,credit_card
40000,40000,40000,60 months,0.1691,992.17,C,C5,,< 1 year,MORTGAGE,90000,Source Verified,Dec-18,Current,n,credit_card
9350,9350,9350,36 months,0.0756,291.11,A,A3,Customer support tech,10+ years,RENT,51000,Not Verified,Dec-18,Current,n,credit_card
14000,14000,14000,60 months,0.1894,362.71,D,D2,Corrections Officer,2 years,RENT,62000,Not Verified,Dec-18,Current,n,debt_consolidation
27000,27000,27000,60 months,0.0819,549.93,A,A4,Network admin,10+ years,MORTGAGE,52000,Not Verified,Dec-18,Current,n,debt_consolidation
7500,7500,7500,36 months,0.1502,260.07,C,C3,Delivery service manager,5 years,RENT,70000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,60 months,0.1447,470.26,C,C2,Driver,9 years,MORTGAGE,56000,Not Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,36 months,0.1131,1151.01,B,B3,Tech Lead,10+ years,RENT,99000,Source Verified,Dec-18,Current,n,major_purchase
16375,16375,16375,60 months,0.2235,455.53,D,D5,Heavy equipment operator,4 years,MORTGAGE,95000,Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,60 months,0.1131,766.41,B,B3,Shop Foreman,4 years,RENT,95000,Source Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.0881,380.54,A,A5,Operations manager,6 years,MORTGAGE,90000,Source Verified,Dec-18,Current,n,credit_card
35000,35000,35000,36 months,0.1502,1213.63,C,C3,Director of Marketing,8 years,RENT,76000,Source Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1356,203.79,C,C1,Sr Account Mgr Sales,2 years,OWN,40000,Not Verified,Dec-18,Current,n,debt_consolidation
23000,23000,23000,60 months,0.0881,475.33,A,A5,,n/a,MORTGAGE,85000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,36 months,0.1131,657.72,B,B3,,< 1 year,RENT,100000,Not Verified,Dec-18,Current,n,debt_consolidation
13000,13000,13000,36 months,0.0881,412.25,A,A5,Loan Counselor,2 years,RENT,45000,Not Verified,Dec-18,Current,n,credit_card
30000,30000,30000,36 months,0.1447,1032.2,C,C2,,< 1 year,OWN,240000,Not Verified,Dec-18,Current,n,home_improvement
15000,15000,15000,60 months,0.0819,305.52,A,A4,Cusromer service rep,7 years,MORTGAGE,30000,Verified,Dec-18,Current,n,home_improvement
2400,2400,2375,36 months,0.0756,74.73,A,A3,,n/a,MORTGAGE,48000,Not Verified,Dec-18,Current,n,credit_card
6000,6000,6000,36 months,0.1033,194.54,B,B1,Compliance Manager,4 years,MORTGAGE,90000,Not Verified,Dec-18,Current,n,home_improvement
13500,13500,13500,60 months,0.0819,274.97,A,A4,R.N. Case Manager,< 1 year,MORTGAGE,74500,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1447,516.1,C,C2,Veterinary Nurse ,2 years,OWN,38000,Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.0702,370.64,A,A2,Staff Architect,< 1 year,RENT,67000,Not Verified,Dec-18,Current,n,credit_card
9000,9000,9000,36 months,0.1356,305.68,C,C1,,< 1 year,RENT,150000,Source Verified,Dec-18,Current,n,credit_card
25000,25000,25000,60 months,0.2089,674.79,D,D4,Teacher,< 1 year,RENT,45500,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1447,705.38,C,C2,,< 1 year,MORTGAGE,120000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1033,648.45,B,B1,,< 1 year,MORTGAGE,185000,Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1992,222.74,D,D3,Dept Mgr,10+ years,MORTGAGE,65000,Source Verified,Dec-18,Current,n,credit_card
29000,29000,29000,36 months,0.1447,997.79,C,C2,Material handler,8 years,MORTGAGE,40000,Not Verified,Dec-18,Current,n,major_purchase
24000,24000,24000,60 months,0.1447,564.31,C,C2,Firefighter,10+ years,RENT,110000,Source Verified,Dec-18,Current,n,credit_card
8800,8800,8800,36 months,0.1131,289.4,B,B3,Case manager,10+ years,MORTGAGE,68000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
6000,6000,6000,36 months,0.1502,208.06,C,C3,Academic Advisor,3 years,RENT,51000,Source Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.0881,317.12,A,A5,Sales manager,5 years,RENT,65000,Not Verified,Dec-18,Current,n,credit_card
14400,14400,14400,60 months,0.1072,311.09,B,B2,,< 1 year,OWN,79000,Not Verified,Dec-18,Current,n,other
9600,9600,9600,36 months,0.1894,351.61,D,D2,Senior Administrative Assistant,10+ years,OWN,103000,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.0819,611.03,A,A4,Deputy Sheriff,10+ years,MORTGAGE,200000,Not Verified,Dec-18,Current,n,home_improvement
32000,32000,32000,36 months,0.0702,988.36,A,A2,Administrator and Director Human Resourc,1 year,MORTGAGE,142900,Source Verified,Dec-18,Current,n,debt_consolidation
9000,9000,9000,36 months,0.0702,277.98,A,A2,Grocery Specialist ,8 years,MORTGAGE,33000,Source Verified,Dec-18,Current,n,debt_consolidation
21000,21000,21000,60 months,0.1691,520.89,C,C5,Truck driver,3 years,OWN,65000,Source Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1502,595.02,C,C3,,< 1 year,RENT,150000,Not Verified,Dec-18,Current,n,other
24000,24000,24000,60 months,0.0819,488.82,A,A4,Long Range Manager,2 years,RENT,190000,Source Verified,Dec-18,Current,n,credit_card
40000,40000,40000,36 months,0.0646,1225.24,A,A1,Senior Software Engineer,10+ years,MORTGAGE,125000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0756,311.34,A,A3,Travel Support Specialist ,< 1 year,RENT,37440,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1298,336.85,B,B5,Accountant,7 years,RENT,53000,Source Verified,Dec-18,Current,n,credit_card
35000,35000,35000,36 months,0.1298,1178.96,B,B5,Claims Manager,1 year,RENT,105000,Not Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,60 months,0.1691,396.87,C,C5,Reception,2 years,RENT,32000,Not Verified,Dec-18,Current,n,debt_consolidation
4800,4800,4800,36 months,0.0881,152.22,A,A5,Sale,10+ years,OWN,40000,Not Verified,Dec-18,Current,n,debt_consolidation
22900,22900,22900,60 months,0.2727,702.96,E,E5,Certified Nursing & Medication Aide,10+ years,MORTGAGE,63404,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0646,612.62,A,A1,,< 1 year,RENT,75000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.1447,344.07,C,C2,,< 1 year,MORTGAGE,30000,Not Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.0702,185.32,A,A2,Inside Sales,10+ years,MORTGAGE,59280,Not Verified,Dec-18,Current,n,home_improvement
12325,12325,12325,36 months,0.2340,479.68,E,E1,Manager,3 years,MORTGAGE,120500,Source Verified,Dec-18,Fully Paid,n,other
34000,34000,34000,60 months,0.1180,752.88,B,B4,Driver,10+ years,MORTGAGE,94523,Verified,Dec-18,Fully Paid,n,debt_consolidation
24000,24000,24000,60 months,0.1356,552.98,C,C1,Supervisor,9 years,MORTGAGE,132500,Source Verified,Dec-18,Current,n,debt_consolidation
36000,36000,36000,36 months,0.0646,1102.71,A,A1,Manager Computer Network Support,10+ years,MORTGAGE,105000,Not Verified,Dec-18,Current,n,credit_card
25000,25000,25000,36 months,0.1072,815.16,B,B2,,n/a,MORTGAGE,102000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.0702,308.87,A,A2,Sales,10+ years,RENT,32400,Source Verified,Dec-18,Current,n,debt_consolidation
7200,7200,7200,36 months,0.0819,226.26,A,A4,Legal assistant,10+ years,MORTGAGE,72000,Source Verified,Dec-18,Current,n,credit_card
6500,6500,6500,36 months,0.2631,262.97,E,E4,Underwriter,< 1 year,OWN,68000,Not Verified,Dec-18,Current,n,debt_consolidation
22000,22000,22000,60 months,0.0819,448.09,A,A4,Directly Technology,3 years,MORTGAGE,135000,Not Verified,Dec-18,Current,n,debt_consolidation
16500,16500,16500,36 months,0.1298,555.8,B,B5,Dental Hygienist,4 years,RENT,80000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1894,259.08,D,D2,Truck Driver,10+ years,RENT,125000,Source Verified,Dec-18,Current,n,debt_consolidation
23000,23000,23000,36 months,0.1131,756.38,B,B3,Licensed Certified Social Worker,1 year,MORTGAGE,65000,Source Verified,Dec-18,Fully Paid,n,debt_consolidation
25000,25000,25000,60 months,0.1180,553.59,B,B4,Senior Financial Analyst,7 years,MORTGAGE,70000,Not Verified,Dec-18,Current,n,credit_card
16500,16500,16500,60 months,0.1072,356.46,B,B2,Iron worker ,3 years,MORTGAGE,52000,Not Verified,Dec-18,Current,n,debt_consolidation
9000,9000,9000,36 months,0.1180,298.07,B,B4,,n/a,OWN,45000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
22000,22000,22000,60 months,0.1894,569.97,D,D2,Branch Manager,2 years,MORTGAGE,62000,Not Verified,Dec-18,Current,n,debt_consolidation
18000,18000,18000,36 months,0.0702,555.96,A,A2,Mailhandler ,10+ years,MORTGAGE,90000,Source Verified,Dec-18,Fully Paid,n,credit_card
7000,7000,7000,36 months,0.2340,272.43,E,E1,,< 1 year,RENT,70000,Not Verified,Dec-18,Current,n,small_business
16875,16875,16875,36 months,0.1992,626.45,D,D3,ASSOCIATE COMPLEX MANAGER,9 years,RENT,250000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1614,487.86,C,C4,CLAIMS MANAGER,7 years,MORTGAGE,165000,Source Verified,Dec-18,Current,n,credit_card
6000,6000,6000,36 months,0.0702,185.32,A,A2,Vice President - Logistics & Warehousing,2 years,MORTGAGE,260000,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.0819,611.03,A,A4,RN,4 years,MORTGAGE,70000,Source Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,60 months,0.0819,244.41,A,A4,Analyst,10+ years,MORTGAGE,85000,Not Verified,Dec-18,Current,n,credit_card
30000,30000,30000,36 months,0.2089,1128.56,D,D4,City Carrier,5 years,RENT,50000,Verified,Dec-18,Current,n,debt_consolidation
12500,12500,12500,60 months,0.1797,317.22,D,D1,Bartender/Server,1 year,MORTGAGE,42000,Not Verified,Dec-18,Current,n,credit_card
12000,12000,12000,60 months,0.2340,341.05,E,E1,Nursing Assistant ,4 years,RENT,55000,Source Verified,Dec-18,Current,n,medical
16000,16000,16000,60 months,0.1298,363.89,B,B5,,n/a,MORTGAGE,65000,Verified,Dec-18,Fully Paid,n,debt_consolidation
27000,27000,27000,60 months,0.1614,658.6,C,C4,Line Supervisor,4 years,MORTGAGE,100000,Source Verified,Dec-18,Current,n,credit_card
12000,12000,12000,36 months,0.0702,370.64,A,A2,Administrative Assistant ,10+ years,RENT,54000,Not Verified,Dec-18,Current,n,credit_card
3500,3500,3500,36 months,0.1298,117.9,B,B5,Guard,3 years,RENT,35000,Source Verified,Dec-18,Current,n,credit_card
6000,6000,6000,36 months,0.1072,195.64,B,B2,National League Manager,10+ years,RENT,70000,Not Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,60 months,0.1033,256.92,B,B1,Tire Builder,10+ years,RENT,65000,Not Verified,Dec-18,Current,n,credit_card
28000,28000,28000,60 months,0.1691,694.52,C,C5,Sales representative,8 years,MORTGAGE,150000,Source Verified,Dec-18,Current,n,debt_consolidation
8500,8500,8500,36 months,0.0881,269.55,A,A5,Blending Technician,10+ years,MORTGAGE,75000,Not Verified,Dec-18,Current,n,home_improvement
40000,40000,40000,36 months,0.1131,1315.43,B,B3,Operations Lead,3 years,RENT,75000,Source Verified,Dec-18,Current,n,other
35000,35000,35000,60 months,0.1992,925.73,D,D3,,< 1 year,MORTGAGE,219056,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0881,317.12,A,A5,Guest Services,8 years,RENT,69000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0756,622.68,A,A3,Insulator,6 years,RENT,75000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1691,712.16,C,C5,Light Rail Operations Supervisor ,5 years,RENT,70000,Not Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,36 months,0.1180,529.91,B,B4,Account Manager,2 years,RENT,62000,Source Verified,Dec-18,Current,n,credit_card
8000,8000,8000,36 months,0.1447,275.26,C,C2,Vice President,10+ years,RENT,250000,Verified,Dec-18,Current,n,credit_card
15000,15000,15000,60 months,0.1356,345.62,C,C1,Apprentice ,6 years,MORTGAGE,80000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1180,332.16,B,B4,Teacher,10+ years,MORTGAGE,62000,Not Verified,Dec-18,Current,n,debt_consolidation
40000,40000,40000,60 months,0.1614,975.71,C,C4,Operator ,1 year,MORTGAGE,104000,Not Verified,Dec-18,Late (31-120 days),n,debt_consolidation
